VarName,TimeString,VarValue,Validity,Time_ms
DRIVE 1 ACTUAL POWER,31/03/2017 13:18:02,7.821927,1,42825554185
DRIVE 1 ACTUAL POWER,31/03/2017 13:19:02,0,1,42825554879
DRIVE 1 ACTUAL POWER,31/03/2017 13:20:02,8.580203,1,42825555574
DRIVE 1 ACTUAL POWER,31/03/2017 13:21:02,8.221894,1,42825556268
DRIVE 1 ACTUAL POWER,31/03/2017 13:22:02,8.336044,1,42825556963
DRIVE 1 ACTUAL POWER,31/03/2017 13:23:02,8.287868,1,42825557657
DRIVE 1 ACTUAL POWER,31/03/2017 13:24:02,8.129094,1,42825558351
DRIVE 1 ACTUAL POWER,31/03/2017 13:25:02,8.143589,1,42825559046
DRIVE 1 ACTUAL POWER,31/03/2017 13:26:02,-2.437968,1,42825559740
DRIVE 1 ACTUAL POWER,31/03/2017 13:27:02,0,1,42825560435
DRIVE 1 ACTUAL POWER,31/03/2017 13:28:02,0,1,42825561129
DRIVE 1 ACTUAL POWER,31/03/2017 13:29:02,0,1,42825561823
DRIVE 1 ACTUAL POWER,31/03/2017 13:30:02,0,1,42825562518
DRIVE 1 ACTUAL POWER,31/03/2017 13:31:02,0,1,42825563212
DRIVE 1 ACTUAL POWER,31/03/2017 13:32:02,0,1,42825563907
DRIVE 1 ACTUAL POWER,31/03/2017 13:33:02,0,1,42825564601
DRIVE 1 ACTUAL POWER,31/03/2017 13:34:02,0,1,42825565296
DRIVE 1 ACTUAL POWER,31/03/2017 13:35:02,0,1,42825565990
DRIVE 1 ACTUAL POWER,31/03/2017 13:36:02,0,1,42825566685
DRIVE 1 ACTUAL POWER,31/03/2017 13:37:02,0,1,42825567379
DRIVE 1 ACTUAL POWER,31/03/2017 13:38:02,0,1,42825568074
DRIVE 1 ACTUAL POWER,31/03/2017 13:39:02,0,1,42825568768
DRIVE 1 ACTUAL POWER,31/03/2017 13:40:02,0,1,42825569463
DRIVE 1 ACTUAL POWER,31/03/2017 13:41:02,0,1,42825570157
